LEA,school,year,e_1000,e_2100,e_2110,e_2120,e_2130,e_2140,e_2150,e_2160,e_2170,e_2180,e_2190,e_2200,e_2210,e_2212,e_2213,e_2219,e_2220,e_2230,e_2240,e_2290,e_2300,e_2310,e_2311,e_2312,e_2315,e_2316,e_2317,e_2319,e_2320,e_2321,e_2329,e_2400,e_2410,e_2490,e_2500,e_2510,e_2520,e_2530,e_2540,e_2560,e_2570,e_2580,e_2590,e_2600,e_2610,e_2620,e_2630,e_2640,e_2650,e_2660,e_2670,e_2680,e_2700,e_2710,e_2720,e_2730,e_2790,e_2795,e_2900,e_3100,e_3200,e_3300,e_3310,e_3350,e_3360,e_3370,e_3390,e_3395,e_4000,e_4100,e_4200,e_4300,e_4500,e_4502,e_4600,e_4700,e_4900,e_5000,e_5100,e_5200,e_5300,e_5900
Alpine District,Cedar Valley School,2017,1878121.0,,,,,55848.0,,,,,,,2341.0,,,,62803.0,,,,,,,,,,,,,,,,208556.0,,,91.0,,,,,,,,86713.0,,,,,,,,,,,,,,,,142771.0,,,,,,,103170.0,,,,,,,,,,,,,,,
Alpine District,Cedar Valley School,2018,2043805.0,,,,,60730.0,,,,,,,1572.0,,,,64522.0,,,,,,,,,,,,,,,,216763.0,,,122.0,,,,,,,,167592.0,,,,,,,,,,,,,,,,107512.0,,49218.0,,,,,,,,,34011.0,,,,,6308.0,,,,,,
Alpine District,Cedar Valley School,2019,711422.0,,,,308.0,,,,,,,,1090.0,,,,3671.0,,,,,,,,,,,,,,,,187481.0,,,100.0,,,,,,,,87166.0,,,,,,,,,,,,,,,,31693.0,,,,,,,,,,,,,,,,28536.0,,,,,,
Alpine District,Cedar Valley School,2020,713457.0,,,,171.0,,,,,,,,1579.0,,,,5228.0,,,,,,,,,,,,,,,,227418.0,,,14.0,,,,,,,,83902.0,,,,,,,,,,,,,,,,39423.0,,,,,,,,,,,,,,,,55243.0,,,,,,
Alpine District,Cedar Valley School,2021,803776.0,,,35533.0,28.0,,,,,,,,1604.0,,,,2849.0,,,,,,,,,,,,,,,,228573.0,,,21.0,,,,,,,,96056.0,,,,,,,,,,,,,,,,39905.0,,,,,,,,,,,6850.0,,,,,4206.0,,,,,,
Alpine District,Centennial Elementary,2020,3414890.0,,,990.0,225.0,,,,,,,,3619.0,,,,71421.0,,,,,,,,,,,,,,,,389975.0,,,70.0,,,,,,,,159010.0,,,,,,,,,,,,,,,,192190.0,,48132.0,924.0,,,,,,,,,56909.0,1917074.0,,,514.0,,,,,,
Alpine District,Centennial Elementary,2021,3535422.0,,,961.0,219.0,96862.0,,,,,,,5367.0,,,,73394.0,,,,,,,,,,,,,,,,391496.0,,,137.0,,,,,,,,143447.0,,,,,,,,,,,,,,,,193744.0,,,,,,53045.0,,,,,3498.0,,569.0,,,,,,,,,
Alpine District,Central School,2019,2523138.0,,,42164.0,53.0,96758.0,,,,,,,6664.0,,,,76337.0,,,,,,,,,,,,,,,,228464.0,,,6329.0,,,,,,,,115981.0,,,,,,,,,,,,,,,,139539.0,,,214.0,,,,,,,,,631241.0,2224597.0,,,,,,,,,
Alpine District,Central School,2020,2566207.0,,,783.0,,107358.0,,,,,,,4886.0,,,,78966.0,,,,,,,,,,,,,,,,242526.0,,,14.0,,,,,,,,123726.0,,,,,,,,,,,,,,,,156846.0,,28808.0,,,,,,,,,,221461.0,19664084.0,,,,,,,,,
Alpine District,Central School,2021,2364233.0,,,48215.0,,111726.0,,,,,,,3764.0,,,,78603.0,,,,,,,,,,,,,,,,248526.0,,,222.0,,,,,,,,152105.0,,,,,,,,,,,,,,,,161319.0,,,,,,48252.0,,,,,,37321.0,4534589.0,,,,,,,,,
Alpine District,Cherry Hill School,2019,3318037.0,,,44768.0,186.0,33535.0,,,,,,,4271.0,,,,50620.0,,,,,,,,,,,,,,,,303681.0,,,169.0,,,,,,,,154730.0,,,,,,,,,,,,,,,,248911.0,,,,,,,,,,,25890.0,,,,,40880.0,,,,,,
Alpine District,Cherry Hill School,2020,3520545.0,,,35024.0,933.0,37412.0,,,,,,,4745.0,,,,59870.0,,,,,,,,,,,,,,,,386598.0,,,43.0,,,,,,,,181499.0,,,,,,,,,,,,,,,,238506.0,,17415.0,,,,,,,,,,,,,,21094.0,,,,,,
Alpine District,Cherry Hill School,2021,3103189.0,,,49594.0,705.0,38760.0,,,,,,,4551.0,,,,63009.0,,,,,,,,,,,,,,,,264225.0,,,176.0,,,,,,,,167993.0,,,,,,,,,,,,,,,,290637.0,,,,,,22467.0,,,,,,,,,,81952.0,,,,,,
Alpine District,Dan W. Peterson,2019,3350725.0,,,,712922.0,,,,,,,,8078.0,,,,239.0,,,,,,,,,,,,,,,,299122.0,,,150.0,,,,,,,,111509.0,,,,,,,,,,,,,,,,7586.0,,141.0,,,,,,,,,2300.0,,,,,43660.0,,,,,,
Alpine District,Dan W. Peterson,2020,3264643.0,,,,770184.0,76936.0,,,,,,,5822.0,,,,,,,,,,,,,,,,,,,,322990.0,,,5.0,,,,,,,,109496.0,,,,,,,,,,,,,,,,5705.0,,,,,,,,,,,62788.0,,,,,835775.0,,,,,,
Alpine District,Dan W. Peterson,2021,4183229.0,,,,770982.0,99599.0,,,,,,,10031.0,,,,,,,,,,,,,,,,,,,,569217.0,,,32.0,,,,,,,,194324.0,,,,,,,,,,,,,,,,4405.0,,,,,,,,,,,3150.0,,,,,219888.0,,,,,,
Alpine District,Deerfield School,2019,2910301.0,,,,185.0,77447.0,,,,,,,4591.0,,,,66901.0,,,,,,,,,,,,,,,,201800.0,,,100.0,,,,,,,,142906.0,,,,,,,,,,,,,,,,127038.0,,87717.0,71.0,,,,,,,,,,,,,23408.0,,,,,,
Alpine District,Deerfield School,2020,2609385.0,,,,,88147.0,,,,,,,5671.0,,,,70444.0,,,,,,,,,,,,,,,,201106.0,,,48.0,,,,,,,,150795.0,,,,,,,,,,,,,,,,118744.0,,109023.0,655.0,,,,,,,,,,,,,72445.0,,,,,,
Alpine District,Deerfield School,2021,2509983.0,,,30449.0,153.0,91631.0,,,,,,,3900.0,,,,39763.0,,,,,,,,,,,,,,,,209528.0,,,335.0,,,,,,,,149767.0,,,,,,,,,,,,,,,,133951.0,,,,,,121007.0,,,,,,,,,,3720.0,,,,,,
Alpine District,Dry Creek School,2017,2727904.0,,,,,,,,,,,,1776.0,,,,68454.0,,,,,,,,,,,,,,,,258522.0,,,151.0,,,,,,,,126086.0,,,,,,,,,,,,,,,,128554.0,,,,,,,214854.0,,,,,,,,,,,,,,,
Alpine District,Dry Creek School,2018,3066818.0,87.0,,,315.0,,,,,,,,2085.0,,,,76257.0,,,,,,,,,,,,,,,,261849.0,,,173.0,,,,,,,,171138.0,,,,,,,,,,,,,,,,98999.0,,151172.0,,,,,,,,,,,,,,148758.0,,,,,,
Alpine District,Dry Creek School,2019,3714055.0,,,,208.0,,,,,,,,7351.0,,,,81238.0,,,,,,,,,,,,,,,,344296.0,,,146.0,,,,,,,,147629.0,,,,,,,,,,,,,,,,197949.0,,28311.0,982.0,,,,,,,,,,9828.0,,,40735.0,,,,,,
Alpine District,Dry Creek School,2020,4049086.0,,,,666.0,73408.0,,,,,,,3664.0,,,,60669.0,,,,,,,,,,,,,,,,358023.0,,,48.0,,,,,,,,163517.0,,,,,,,,,,,,,,,,216322.0,,40294.0,86.0,,,,,,,,,,1592.0,,,2591.0,,,,,,
Alpine District,Dry Creek School,2021,3875013.0,,,47574.0,347.0,,,,,,,,6751.0,,,,72838.0,,,,,,,,,,,,,,,,369663.0,,,297.0,,,,,,,,167594.0,,,,,,,,,,,,,,,,257952.0,,,,,,41817.0,,,,,,,,,,20355.0,,,,,,
Alpine District,Eagle Valley School,2017,2603584.0,,,,1971.0,71717.0,,,,,,,1396.0,,,,63250.0,,,,,,,,,,,,,,,,230002.0,,,50.0,,,,,,,,110450.0,,,,,,,,,,,,,,,,133904.0,,,,,,,,,,,,,,,,,,,,,,
Alpine District,Eagle Valley School,2018,2628198.0,,,,398.0,78618.0,,,,,,,2677.0,,,,65719.0,,,,,,,,,,,,,,,,236537.0,,,247.0,,,,,,,,117758.0,,,,,,,,,,,,,,,,100606.0,,,,,,,,,,,,,,,,,,,,,,
Alpine District,Eagle Valley School,2019,2621601.0,,,,278.0,,,,,,,,3006.0,,,,59652.0,,,,,,,,,,,,,,,,214468.0,,,260.0,,,,,,,,136449.0,,,,,,,,,,,,,,,,140104.0,,88204.0,,,,,,,,,25268.0,,,,,47208.0,,,,,,
Alpine District,Eagle Valley School,2020,2996494.0,,,45139.0,103.0,,,,,,,,2697.0,,,,70389.0,,,,,,,,,,,,,,,,318803.0,,,128.0,,,,,,,,151409.0,,,,,,,,,,,,,,,,184269.0,,50612.0,331.0,,,,,,,,,,,,,187430.0,,,,,,
Alpine District,Eagle Valley School,2021,3320801.0,,,46930.0,67.0,,,,,,,,4557.0,,,,72201.0,,,,,,,,,,,,,,,,372200.0,,,282.0,,,,,,,,156292.0,,,,,,,,,,,,,,,,198324.0,,,,,,38599.0,,,,,,,11478.0,,,27711.0,,,,,,
Alpine District,Eaglecrest School,2019,4271816.0,,,,584.0,,,,,,,,3593.0,,,,81396.0,,,,,,,,,,,,,,,,371318.0,,,180.0,,,,,,,,148473.0,,,,,,,,,,,,,,,,170518.0,,69955.0,101.0,,,,,,,,,,,,,168371.0,,,,,,
Alpine District,Eaglecrest School,2020,4491951.0,,,62041.0,19.0,,,,,,,,7034.0,,,,83813.0,,,,,,,,,,,,,,,,412990.0,,,133.0,,,,,,,,161632.0,,,,,,,,,,,,,,,,172055.0,,72166.0,42.0,,,,,,,,,,,,,160092.0,,,,,,
Alpine District,Eaglecrest School,2021,4064569.0,,,62509.0,152.0,,,,,,,,6692.0,,,,71339.0,,,,,,,,,,,,,,,,406269.0,,,212.0,,,,,,,,157710.0,,,,,,,,,,,,,,,,171781.0,,,,,,71677.0,,,,,,,,,,16240.0,,,,,,
Alpine District,East Shore Online,2017,855037.0,,,,,,,,,,,,5132.0,,,,,,,,,,,,,,,,,,,,170162.0,,,16213.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254403.0,,,,,,,,,,,,,,,
Alpine District,East Shore Online,2018,1166961.0,39244.0,,,,,,,,,,,3833.0,,,,,,,,,,,,,,,,,,,,174964.0,,,19366.0,,,,,,,,644.0,,,,,,,,,,,,,,,,,,229379.0,,,,,,,,,,,,,,1800.0,,,,,,
Alpine District,East Shore Online,2019,1110399.0,49226.0,,,,,,,,,,,6537.0,,,,,,,,,,,,,,,,,,,,445497.0,,,16776.0,,,,,,,,100.0,,,,,,,,,,,,,,,,136.0,,179028.0,,,,,,,,,,,,,,,,,,,,
Alpine District,East Shore Online,2020,1180252.0,51339.0,,,,,,,,,,,4807.0,,,,,,,,,,,,,,,,,,,,567516.0,,,17892.0,,,,,,66572.0,,849.0,,,,,,,,,,,,,,,,,,213072.0,,,,,,,,,,,,,,10277.0,,,,,,
Alpine District,East Shore Online,2021,1198340.0,,,62202.0,,,,,,,,,3938.0,,,,,,,,,,,,,,,,,,,,556607.0,,,17196.0,,,,,,81476.0,,17.0,,,,,,,,,,,,,,,,,,,176229.0,,,,,,,,,,,,,,,,,,,
Alpine District,Foothill School,2017,3679646.0,,,,729.0,71599.0,,,,,,,5871.0,,,,59013.0,,,,,,,,,,,,,,,,331582.0,,,20.0,,,,,,,,111183.0,,,,,,,,,,,,,,,,138679.0,,,,,,,,,,,,,,,,,,,,,,
Alpine District,Foothill School,2018,3741646.0,,,,468.0,78716.0,,,,,,,1897.0,,,,59487.0,,,,,,,,,,,,,,,,314116.0,,,121.0,,,,,,,,151902.0,,,,,,,,,,,,,,,,93697.0,,,,,,,,,,,,,,,,,,,,,,
Alpine District,Foothill School,2019,2940678.0,,,,236.0,,,,,,,,3401.0,,,,79522.0,,,,,,,,,,,,,,,,246391.0,,,354.0,,,,,,,,145932.0,,,,,,,,,,,,,,,,141452.0,,23783.0,,,,,,,,,,,,,,322613.0,,,,,,
Alpine District,Foothill School,2020,2791302.0,,,65581.0,90.0,,,,,,,,1697.0,,,,60114.0,,,,,,,,,,,,,,,,270834.0,,,52.0,,,,,,,,154994.0,,,,,,,,,,,,,,,,163402.0,,25600.0,,,,,,,,,,,,,,62027.0,,,,,,
Alpine District,Foothill School,2021,2845564.0,,,69161.0,165.0,,,,,,,,2340.0,,,,55371.0,,,,,,,,,,,,,,,,269157.0,,,377.0,,,,,,,,148524.0,,,,,,,,,,,,,,,,191829.0,,,,,,14569.0,,,,,,,,,,99465.0,,,,,,
Alpine District,Forbes School,2019,2087502.0,,,42872.0,64.0,107127.0,,,,,,,2228.0,,,,67970.0,,,,,,,,,,,,,,,,222922.0,,,115.0,,,,,,,,111681.0,,,,,,,,,,,,,,,,168044.0,,,,,,,,,,,,,,,,51545.0,,,,,,
Alpine District,Forbes School,2020,2349788.0,,,791.0,280.0,114497.0,,,,,,,3184.0,,,,70497.0,,,,,,,,,,,,,,,,231058.0,,,69.0,,,,,,,,121036.0,,,,,,,,,,,,,,,,177885.0,,,,,,,,,,,,,,,,46682.0,,,,,,
Alpine District,Forbes School,2021,1933702.0,,,48205.0,2.0,119237.0,,,,,,,3636.0,,,,71031.0,,,,,,,,,,,,,,,,243331.0,,,246.0,,,,,,,,115782.0,,,,,,,,,,,,,,,,186532.0,,,,,,,,,,,20412.0,,,,,2152.0,,,,,,
Alpine District,Fox Hollow School,2019,2765312.0,,,,181.0,,,,,,,,5345.0,,,,67686.0,,,,,,,,,,,,,,,,273408.0,,,257.0,,,,,,,,168168.0,,,,,,,,,,,,,,,,178698.0,,,251.0,,,,,,,,,,,,,23086.0,,,,,,
Alpine District,Fox Hollow School,2020,2681249.0,,,62022.0,139.0,,,,,,,,3379.0,,,,82894.0,,,,,,,,,,,,,,,,336638.0,,,132.0,,,,,,,,171502.0,,,,,,,,,,,,,,,,194351.0,,,,,,,,,,,24869.0,,,,,1605125.0,,,,,,
Alpine District,Fox Hollow School,2021,2875573.0,,,62375.0,250.0,,,,,,,,4467.0,,,,46271.0,,,,,,,,,,,,,,,,273870.0,,,350.0,,,,,,,,179795.0,,,,,,,,,,,,,,,,185114.0,,,,,,,,,,,,,,,,26247.0,,,,,,
Alpine District,Freedom School,2017,588114.0,,,,300.0,,,,,,,,1472.0,,,,30688.0,,,,,,,,,,,,,,,,149981.0,,,40.0,,,,,,,,75749.0,,,,,,,,,,,,,,,,32463.0,,,,,,,,,,,,,,,,,,,,,,
Alpine District,Freedom School,2018,634275.0,,,,300.0,,,,,,,,543.0,,,,31432.0,,,,,,,,,,,,,,,,158835.0,,,120.0,,,,,,,,89639.0,,,,,,,,,,,,,,,,20362.0,,,,,,,,,,,,,,,,,,,,,,
Alpine District,Freedom School,2019,4066494.0,,,,1145.0,84532.0,,,,,,,6446.0,,,,72311.0,,,,,,,,,,,,,,,,374466.0,,,621.0,,,,,,,,156058.0,,,,,,,,,,,,,,,,152798.0,,52857.0,285.0,,,,,,,,,,4956.0,,,63751.0,,,,,,
Alpine District,Freedom School,2020,3959363.0,,,,498.0,73538.0,,,,,,,5050.0,,,,73668.0,,,,,,,,,,,,,,,,367672.0,,,427.0,,,,,,,,166735.0,,,,,,,,,,,,,,,,200802.0,,46852.0,94.0,,,,,,,,,,,,,4481.0,,,,,,
Alpine District,Freedom School,2021,3735100.0,,,64136.0,862.0,,,,,,,,6020.0,,,,72290.0,,,,,,,,,,,,,,,,374488.0,,,778.0,,,,,,,,164863.0,,,,,,,,,,,,,,,,213797.0,,,,,,45361.0,,,,,,,,,,23843.0,,,,,,
Alpine District,Frontier Middle School,2017,5542586.0,,,474604.0,26.0,,,,,,,,14285.0,,,,110342.0,,,,,,,,,,,,,,,,637322.0,,,7216.0,,,,,,,,330355.0,,,,,,,,,,,,,,,,317985.0,,,,,,,20944.0,,,,,,,,,,,,,,,
Alpine District,Frontier Middle School,2018,5939536.0,476.0,,517981.0,408.0,,,,,,,,20066.0,,,,115820.0,,,,,,,,,,,,,,,,628937.0,,,8409.0,,,,,,,,305622.0,,,,,,,,,,,,,,,,174794.0,,6246.0,,,,,,,,,,,,,,110734.0,,,,,,
Alpine District,Frontier Middle School,2019,6420216.0,,,632655.0,691.0,,,,,,,,24549.0,,,,113818.0,,,,,,,,,,,,,,,,793777.0,,,9533.0,,,,,,,,335058.0,,,,,,,,,,,,,,,,324336.0,,,37113.0,,,,,,,,,,,,,4934.0,,,,,,
Alpine District,Frontier Middle School,2020,5294149.0,,,486532.0,1569.0,,,,,,,,25555.0,,,,119885.0,,,,,,,,,,,,,,,,693625.0,,,4829.0,,,,,,,,362290.0,,,,,,,,,,,,,,,,317091.0,,7765.0,28958.0,,,,,,,,,,,,,42305.0,,,,,,
Alpine District,Frontier Middle School,2021,5928524.0,,,402623.0,,,,,,,,,15758.0,,,,124712.0,,,,,,,,,,,,,,,,679322.0,,,6999.0,,,,,,,,346599.0,,,,,,,,,,,,,,,,340760.0,,,45706.0,,,,,,,,2150.0,,,,,1911.0,,,,,,
Alpine District,Geneva School,2019,1580354.0,,,42674.0,238.0,130626.0,,,,,,,3654.0,,,,67248.0,,,,,,,,,,,,,,,,263901.0,,,200.0,,,,,,,,125940.0,,,,,,,,,,,,,,,,172176.0,,63849.0,,,,,,,,,,,,,,356206.0,,,,,,
Alpine District,Geneva School,2020,1650110.0,,,991.0,9.0,,,,,,,,3308.0,,,,75547.0,,,,,,,,,,,,,,,,260891.0,,,5.0,,,,,,,,139842.0,,,,,,,,,,,,,,,,166500.0,,87110.0,,,,,,,,,,,,,,44671.0,,,,,,
Alpine District,Geneva School,2021,1548198.0,,,63142.0,290.0,,,,,,,,3550.0,,,,55238.0,,,,,,,,,,,,,,,,199040.0,,,31.0,,,,,,,,137201.0,,,,,,,,,,,,,,,,165686.0,,,,,,78240.0,,,,,51993.0,,,,,2381.0,,,,,,
Alpine District,Greenwood School,2019,2972074.0,,,,752.0,86728.0,,,,,,266.0,5285.0,,,,62917.0,,,,,,,,,,,,,,,,226678.0,,,288.0,,,,,,,,143078.0,,,,,,,,,,,,,,,,186013.0,,88514.0,,,,,,,,,,712798.0,3512742.0,,,17854.0,,,,,,
Alpine District,Greenwood School,2020,3333133.0,,,927.0,569.0,,,,,,,,5018.0,,,,69968.0,,,,,,,,,,,,,,,,304518.0,,,152.0,,,,,,,,151490.0,,,,,,,,,,,,,,,,235728.0,,105104.0,,,,,,,10009.0,,,161477.0,14990872.0,,,,,,,,,
Alpine District,Greenwood School,2021,3040985.0,,,766.0,1190.0,87160.0,,,,,,,1522.0,,,,59822.0,,,,,,,,,,,,,,,,253541.0,,,595.0,,,,,,,,149815.0,,,,,,,,,,,,,,,,224714.0,,,,,,87025.0,,,89794.0,,,21684.0,525507.0,,,,,,,,,
Alpine District,Grovecrest School,2019,3089365.0,,,,152.0,,,,,,,,6306.0,,,,78403.0,,,,,,,,,,,,,,,,239596.0,,,415.0,,,,,,,,131375.0,,,,,,,,,,,,,,,,157500.0,,26488.0,,,,,,,,,,,2948.0,,,,,,,,,
Alpine District,Grovecrest School,2020,3111458.0,,,61142.0,617.0,,,,,,,,9221.0,,,,71846.0,,,,,,,,,,,,,,,,278481.0,,,351.0,,,,,,,,141633.0,,,,,,,,,,,,,,,,174689.0,,27898.0,,,,,,,,,,,,,,4609.0,,,,,,
Alpine District,Grovecrest School,2021,3087008.0,,,61649.0,173.0,,,,,,,,9954.0,,,,67732.0,,,,,,,,,,,,,,,,258641.0,,,482.0,,,,,,,,150652.0,,,,,,,,,,,,,,,,208484.0,,,,,,28140.0,,,,,,,,,,,,,,,,
Alpine District,Harvest School,2017,2857882.0,,,,132.0,55114.0,,,,,,,3577.0,,,,63756.0,,,,,,,,,,,,,,,,186220.0,,,40.0,,,,,,,,102843.0,,,,,,,,,,,,,,,,114993.0,,,,,,,148556.0,,,,,,,,,,,,,,,
Alpine District,Harvest School,2018,2971624.0,,,,1027.0,72538.0,,,,,,,4193.0,,,,64050.0,,,,,,,,,,,,,,,,188494.0,,,120.0,,,,,,,,124360.0,,,,,,,,,,,,,,,,89520.0,,50580.0,,,,,,,,,2797.0,,,,,,,,,,,
Alpine District,Harvest School,2019,4024308.0,,,,194.0,32903.0,,,,,,,5367.0,,,,67733.0,,,,,,,,,,,,,,,,371994.0,,,492.0,,,,,,,,145519.0,,,,,,,,,,,,,,,,166694.0,,123693.0,183.0,,,,,,,,,,,,,10810.0,,,,,,
Alpine District,Harvest School,2020,4178669.0,,,,431.0,,,,,,,,5717.0,,,,65679.0,,,,,,,,,,,,,,,,395352.0,,,270.0,,,,,,,,161816.0,,,,,,,,,,,,,,,,202753.0,,176282.0,320.0,,,,,,,,,,,,,540.0,,,,,,
Alpine District,Harvest School,2021,4105492.0,,,48018.0,78.0,90429.0,,,,,,,6503.0,,,,63551.0,,,,,,,,,,,,,,,,411666.0,,,511.0,,,,,,,,139559.0,,,,,,,,,,,,,,,,231547.0,,,,,,185954.0,,,,,,,,,,23421.0,,,,,,
Alpine District,Hidden Hollow School,2017,3259476.0,,,,134.0,,,,,,,,3069.0,,,,87858.0,,,,,,,,,,,,,,,,374716.0,,,25.0,,,,,,,,121997.0,,,,,,,,,,,,,,,,167146.0,,,,,,,31017.0,,,,,,,1642.0,,,,,,,,
Alpine District,Hidden Hollow School,2018,3599722.0,150.0,,,345.0,57872.0,,,,,,,1912.0,,,,81852.0,,,,,,,,,,,,,,,,376036.0,,,505.0,,,,,,,,147849.0,,,,,,,,,,,,,,,,124035.0,,28589.0,,,,,,,,,,,11111.0,,,60400.0,,,,,,
Alpine District,Hidden Hollow School,2019,3870374.0,,,,319.0,,,,,,,,4060.0,,,,69131.0,,,,,,,,,,,,,,,,379169.0,,,629.0,,,,,,,,155256.0,,,,,,,,,,,,,,,,168009.0,,53464.0,,,,,,,,,,,,,,87725.0,,,,,,
Alpine District,Hidden Hollow School,2020,4327210.0,,,53368.0,258.0,,,,,,,,5114.0,,,,67273.0,,,,,,,,,,,,,,,,459282.0,,,295.0,,,,,,,,162059.0,,,,,,,,,,,,,,,,205155.0,,56112.0,,,,,,,,,,,48688.0,,,64845.0,,,,,,
Alpine District,Hidden Hollow School,2021,4282736.0,,,57713.0,,,,,,,,,4974.0,,,,72758.0,,,,,,,,,,,,,,,,462898.0,,,376.0,,,,,,,,173726.0,,,,,,,,,,,,,,,,236256.0,,,,,,56737.0,,,,,,,80268.0,,,18943.0,,,,,,
Alpine District,Highland School,2017,3667905.0,,,,70.0,,,,,,,,2126.0,,,,86796.0,,,,,,,,,,,,,,,,346656.0,,,86.0,,,,,,,,110678.0,,,,,,,,,,,,,,,,176473.0,,,,,,,93260.0,,,,,,,,,,,,,,,
Alpine District,Highland School,2018,4024733.0,,,,62.0,,,,,,,,3007.0,,,,84687.0,,,,,,,,,,,,,,,,355002.0,,,175.0,,,,,,,,146971.0,,,,,,,,,,,,,,,,122677.0,,33540.0,,,,,,,,,13865.0,,,,,10501.0,,,,,,
Alpine District,Highland School,2019,3160466.0,,,,15.0,,,,,,,,2112.0,,,,68873.0,,,,,,,,,,,,,,,,401063.0,,,155.0,,,,,,,,145141.0,,,,,,,,,,,,,,,,125213.0,,,,,,,,,,,161919.0,,,,,604124.0,,,,,,
Alpine District,Highland School,2020,3273899.0,,,72711.0,81.0,,,,,,,,1811.0,,,,71896.0,,,,,,,,,,,,,,,,353525.0,,,5.0,,,,,,,,151407.0,,,,,,,,,,,,,,,,133032.0,,,,,,,,,,,117056.0,,,,,625609.0,,,,,,
Alpine District,Highland School,2021,3164107.0,,,72943.0,27.0,,,,,,,,2528.0,,,,66462.0,,,,,,,,,,,,,,,,467109.0,,,11.0,,,,,,,,150467.0,,,,,,,,,,,,,,,,151145.0,,,,,,,,,,,,,,,,914822.0,,,,,,
Alpine District,Hillcrest School,2017,2750434.0,,,,144.0,,,,,,,,4762.0,,,,68782.0,,,,,,,,,,,,,,,,216974.0,,,99.0,,,,,,,,120374.0,,,,,,,,,,,,,,,,129553.0,,,,,,,58838.0,,,,,,,,,,,,,,,
Alpine District,Hillcrest School,2018,3003872.0,,,,342.0,,,,,,,,1949.0,,,,70675.0,,,,,,,,,,,,,,,,231900.0,,,298.0,,,,,,,,142397.0,,,,,,,,,,,,,,,,105823.0,,19756.0,,,,,,,,,,,,,,55632.0,,,,,,
Alpine District,Hillcrest School,2019,1915338.0,,,,57.0,85419.0,,,,,,,4684.0,,,,64909.0,,,,,,,,,,,,,,,,198317.0,,,120.0,,,,,,,,106366.0,,,,,,,,,,,,,,,,92636.0,,44582.0,271.0,,,,,,,,,,,,,2551.0,,,,,,
Alpine District,Horizon School,2017,878494.0,,,,1474.0,,,,,,,,2635.0,,,,,,,,,,,,,,,,,,,,187123.0,,,,,,,,,,,86335.0,,,,,,,,,,,,,,,,2942.0,,,,,,,36503.0,,,,,,,,,,,,,,,
Alpine District,Horizon School,2018,968582.0,,,,2606.0,,,,,,,,1671.0,,,,,,,,,,,,,,,,,,,,199666.0,,,,,,,,,,,91136.0,,,,,,,,,,,,,,,,122.0,,26010.0,,,,,,,,,,,,,,,,,,,,
Alpine District,Horizon School,2019,1157469.0,,,,1758.0,,,,,,,,1277.0,,,,,,,,,,,,,,,,,,,,207644.0,,,,,,,,,,,87659.0,,,,,,,,,,,,,,,,416.0,,,,,,,,,,,,,,,,13486.0,,,,,,
Alpine District,Horizon School,2020,1151074.0,,,,2434.0,,,,,,,,486.0,,,,,,,,,,,,,,,,,,,,234315.0,,,,,,,,,,,106001.0,,,,,,,,,,,,,,,,1608.0,,,,,,,,,,,,,,,,5346.0,,,,,,
Alpine District,Horizon School,2021,1314287.0,,,,2307.0,,,,,,,,3692.0,,,,,,,,,,,,,,,,,,,,198676.0,,,,,,,,,,,93709.0,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,,,,,,,,,,,,
Alpine District,Lake Mountain Middle,2019,113888.0,,,22720.0,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,159448.0,,,15.0,,,,,,,,13906.0,,,,,,,,,,,,,,,,1178.0,,,,,,,,,,,,239922.0,27607173.0,,,,,,,,,
Alpine District,Lake Mountain Middle,2020,5213675.0,,,400992.0,1443.0,,,,,,,,15407.0,,,,168195.0,,,,,,,,,,,,,,,,704084.0,,,7219.0,,,,,,,,296086.0,,,,,,,,,,,,,,,,271918.0,,7178.0,31546.0,,,,,,,,,74589.0,11506004.0,,,612.0,,,,,,
Alpine District,Lake Mountain Middle,2021,5291469.0,,,480851.0,254.0,,,,,,,,9671.0,,,,143913.0,,,,,,,,,,,,,,,,718815.0,,,8254.0,,,,,,,,352288.0,,,,,,,,,,,,,,,,237614.0,,,37768.0,,,,,,,,,,,,,35041.0,,,,,,
Alpine District,Lakeridge Jr High,2019,5048445.0,,,472483.0,229.0,65260.0,,,,,,,6992.0,,,,183642.0,,,,,,,,,,,,,,,,672590.0,,,7147.0,,,,,,,,320269.0,,,,,,,,,,,,,,,,285217.0,,,28358.0,,,,,,,,,,,,,447785.0,,,,,,
Alpine District,Lakeridge Jr High,2020,5188876.0,,,515964.0,,9814.0,,,,,,,9907.0,,,,192477.0,,,,,,,,,,,,,,,,711324.0,,,6099.0,,,,,,,,360727.0,,,,,,,,,,,,,,,,315936.0,,10122.0,34912.0,,,,,,,,,,,,,782387.0,,,,,,
Alpine District,Lakeridge Jr High,2021,5399949.0,,,543774.0,,87467.0,,,,,,,16839.0,,,,190954.0,,,,,,,,,,,,,,,,713447.0,,,5631.0,,,,,,,,333040.0,,,,,,,,,,,,,,,,284917.0,,,45577.0,,,,,,,,6906.0,,,,,117442.0,,,,,,
